hadithNum,mainID,takhreegIDs
1661,2787,"516,0,531,0,550,0,552,0,556,0,574,0,2488,0,2552,0,2558,0,2560,0,2561,0,2679,0,2693,0,2760,0,2787,0,2807,0,2825,0,2866,0,2870,0,2885,0,2886,0,2903,0,2908,0,2912,0,4782,0,4833,0,6577,0,6583,0,6589,0,6590,0,8262,0,8615,0,8633,0,9535,0,15005,0,15006,0,15007,0,15008,0,15009,0,15010,0,15011,0,15012,0,15013,0,15014,0,15015,0,15017,0,15018,0,15019,0,15020,0,15021,0,15024,0,15025,0,15028,0,15030,0,15086,0,15373,0,15374,0,15375,0,15376,0,15377,0,15378,0,15379,0,15380,0,21535,0,21721,0,21779,0,21780,0,21781,0,21783,0,21784,0,21786,0,23647,0,23648,0,23695,0,23709,0,23725,0,26193,0,29254,0,29255,0,29259,0,29591,0,29598,0,29601,0,29602,0,29812,0,29814,0,29870,0,29891,0,29904,0,29976,0,29983,0,30032,0,30033,0,30118,0,37647,0,37653,0,37729,0,37730,0,37865,0,37869,0,37871,0,37873,0,37875,0,37890,0,37900,0,37902,0,37919,0,37921,0,37923,0,37925,0,37951,0,38073,0,53494,0,64130,0,64210,0,64306,0,64370,0,67758,0,67856,0,67857,0,67858,0,67884,0,67914,0,67972,0,67973,0,68268,0,68270,0,72550,0,77331,0,77430,0,77431,0,77432,0,77458,0,77488,0,77549,0,77550,0,77731,0,77734,0,78074,0,78075,0,78134,0,78152,0,78153,0,78154,0,78155,0,78156,0,78157,0,78158,0,78159,0,78160,0,78161,0,78208,0,78224,0,85168,0,91407,0,91408,0,91409,0,91410,0,91411,0,91412,0,91694,0,91697,0,91698,0,97847,0,97850,0,105413,0,105501,0,105525,0,105526,0,112091,0,112115,0,112141,0,112250,0,112251,0,112254,0,119877,0,120618,0,129543,0,129555,0,129589,0,129590,0,129600,0,129601,0,129609,0,129622,0,129623,0,129627,0,129628,0,129629,0,129644,0,129645,0,129646,0,129647,0,129847,0,130246,0,130247,0,130387,0,130388,0,130389,0,130391,0,130394,0,130396,0,130401,0,130675,0,130793,0,130794,0,130802,0,130803,0,130804,0,130805,0,130806,0,130807,0,130808,0,130878,0,148029,0,156667,0,176128,0,176145,0,176153,0,176161,0,176164,0,176165,0,176581,0,176615,0,176622,0,176731,0,176784,0,176882,0,176934,0,176963,0,176990,0,177154,0,177364,0,177366,0,177370,0,177373,0,177485,0,177498,0,177499,0,177578,0,177638,0,177647,0,177648,0,177663,0,177679,0,177722,0,177781,0,177782,0,177899,0,177936,0,178005,0,178026,0,178126,0,178146,0,178147,0,178216,0,178222,0,178226,0,178362,0,178363,0,178406,0,178407,0,181675,0,181725,0,181780,0,181846,0,183625,0,183626,0,183627,0,183629,0,183630,0,183631,0,189588,0,189736,0,189804,0,189848,0,206285,0,206286,0,206287,0,206332,0,206358,0,206405,0,206406,0,252224,0,252225,0,252226,0,253574,0,253575,0,253645,0,254525,0,255345,0,279922,0,285286,0,285287,0,285519,0,285541,0,285550,0,285552,0,285555,0,285556,0,285557,0,285558,0,285559,0,285560,0,285683,0,285684,0,285685,0,285686,0,285687,0,285688,0,285689,0,285690,0,285691,0,285692,0,285715,0,292297,0,292298,0,292299,0,292300,0,292301,0,294142,0,294146,0,294147,0,294148,0,294149,0,294157,0,294158,0,294159,0,294160,0,294161,0,294162,0,294167,0,326223,0,329504,0,330293,0,331384,0,333024,0,333625,0,334218,0,335330,0,336892,0,337358,0,337359,0,337753,0,337915,0,338645,0"
1662,2789,"2789,0,2790,0,8621,0,130360,0,131387,0,131388,0,131389,0,141987,0,255043,0,255050,0"
1663,2790,"2789,0,2790,0,8621,0,130360,0,131387,0,131388,0,131389,0,141987,0,255043,0,255050,0"
1664,2792,"2792,0,15338,0,29793,0,41881,0,78079,0,91394,0,105519,0,131366,0,131367,0,154870,0,155996,0,156655,0,182308,0,255190,0,255200,0,316662,0,336223,0"
1665,2794,"1803,0,2535,0,2536,0,2538,0,2543,0,2794,0,2795,0,4780,0,4836,0,6522,0,8624,0,8625,0,8631,0,8641,0,8643,0,11349,0,13411,0,13412,0,15101,0,15102,0,15141,0,15142,0,17635,0,17636,0,17637,0,17638,0,23332,0,23657,0,23658,0,24172,0,24179,0,29281,0,29282,0,29794,0,29796,0,29797,0,35545,0,35547,0,35553,0,35555,0,37927,0,37929,0,37931,0,37933,0,38101,0,41875,0,41877,0,47164,0,47185,0,47186,0,47576,0,48107,0,48108,0,48109,0,53427,0,64495,0,64509,0,66296,0,67779,0,67870,0,67871,0,67872,0,67903,0,68167,0,70193,0,70194,0,70195,0,70196,0,70237,0,70239,0,70241,0,70243,0,72650,0,72667,0,77353,0,77444,0,77445,0,77446,0,77477,0,78556,0,78557,0,78558,0,78559,0,78600,0,78602,0,78604,0,78606,0,90664,0,91400,0,91401,0,91425,0,91426,0,92870,0,92871,0,97170,0,97630,0,98844,0,104899,0,104900,0,105537,0,105538,0,105575,0,112022,0,112098,0,112099,0,112326,0,112374,0,125448,0,125449,0,129652,0,129653,0,129655,0,129656,0,129657,0,129839,0,129855,0,129856,0,129857,0,131364,0,131374,0,141865,0,141866,0,141867,0,141949,0,142000,0,142036,0,142055,0,148148,0,150236,0,155406,0,155557,0,155922,0,162433,0,162435,0,162436,0,162460,0,162556,0,162560,0,162568,0,162575,0,162624,0,162660,0,162936,0,162937,0,162955,0,162991,0,163169,0,163227,0,163236,0,163309,0,163321,0,163362,0,163385,0,163386,0,163390,0,163391,0,163428,0,163440,0,163462,0,163649,0,163655,0,163698,0,163731,0,163821,0,163847,0,163986,0,164182,0,164214,0,164215,0,164307,0,164313,0,164331,0,164376,0,164377,0,164378,0,164456,0,164481,0,164484,0,164495,0,164501,0,164502,0,165551,0,164472,0,182385,0,182560,0,184818,0,184819,0,184820,0,184842,0,184843,0,187840,0,187852,0,187853,0,187857,0,187858,0,187860,0,187867,0,187868,0,187908,0,187926,0,188023,0,188074,0,188125,0,188167,0,188185,0,188216,0,188295,0,188296,0,188457,0,188654,0,188682,0,188686,0,188687,0,188688,0,188701,0,188703,0,188723,0,188800,0,188868,0,188992,0,189116,0,189231,0,189232,0,189272,0,189429,0,190782,0,194252,0,201677,0,201678,0,201768,0,201769,0,201770,0,201771,0,201775,0,201853,0,201914,0,202045,0,202056,0,202220,0,202344,0,202345,0,202347,0,202349,0,202351,0,202352,0,202360,0,202362,0,202390,0,202391,0,202441,0,202497,0,202683,0,202684,0,202709,0,202710,0,203095,0,208183,0,209895,0,218248,0,218249,0,218250,0,218253,0,222487,0,246322,0,246323,0,253566,0,253567,0,253571,0,253572,0,255324,0,255326,0,284074,0,284075,0,284076,0,285187,0,285188,0,285342,0,285343,0,285345,0,285346,0,285347,0,285348,0,285349,0,285350,0,285351,0,285353,0,285522,0,292308,0,292310,0,305926,0,329952,0,330210,0,332214,0,332644,0,332648,0,333457,0,334230,0,335168,0,335723,0,336278,0,336577,0,336818,0,337027,0,337201,0,338212,0,338784,0,340703,0"
1666,2795,"1803,0,2535,0,2536,0,2538,0,2543,0,2794,0,2795,0,4780,0,4836,0,6522,0,8624,0,8625,0,8631,0,8641,0,8643,0,11349,0,13411,0,13412,0,15101,0,15102,0,15141,0,15142,0,17635,0,17636,0,17637,0,17638,0,23332,0,23657,0,23658,0,24172,0,24179,0,29281,0,29282,0,29794,0,29796,0,29797,0,35545,0,35547,0,35553,0,35555,0,37927,0,37929,0,37931,0,37933,0,38101,0,41875,0,41877,0,47164,0,47185,0,47186,0,47576,0,48107,0,48108,0,48109,0,53427,0,64495,0,64509,0,66296,0,67779,0,67870,0,67871,0,67872,0,67903,0,68167,0,70193,0,70194,0,70195,0,70196,0,70237,0,70239,0,70241,0,70243,0,72650,0,72667,0,77353,0,77444,0,77445,0,77446,0,77477,0,78556,0,78557,0,78558,0,78559,0,78600,0,78602,0,78604,0,78606,0,90664,0,91400,0,91401,0,91425,0,91426,0,92870,0,92871,0,97170,0,97630,0,98844,0,104899,0,104900,0,105537,0,105538,0,105575,0,112022,0,112098,0,112099,0,112326,0,112374,0,125448,0,125449,0,129652,0,129653,0,129655,0,129656,0,129657,0,129839,0,129855,0,129856,0,129857,0,131364,0,131374,0,141865,0,141866,0,141867,0,141949,0,142000,0,142036,0,142055,0,148148,0,150236,0,155406,0,155557,0,155922,0,162433,0,162435,0,162436,0,162460,0,162556,0,162560,0,162568,0,162575,0,162624,0,162660,0,162936,0,162937,0,162955,0,162991,0,163169,0,163227,0,163236,0,163309,0,163321,0,163362,0,163385,0,163386,0,163390,0,163391,0,163428,0,163440,0,163462,0,163649,0,163655,0,163698,0,163731,0,163821,0,163847,0,163986,0,164182,0,164214,0,164215,0,164307,0,164313,0,164331,0,164376,0,164377,0,164378,0,164456,0,164481,0,164484,0,164495,0,164501,0,164502,0,165551,0,164472,0,182385,0,182560,0,184818,0,184819,0,184820,0,184842,0,184843,0,187840,0,187852,0,187853,0,187857,0,187858,0,187860,0,187867,0,187868,0,187908,0,187926,0,188023,0,188074,0,188125,0,188167,0,188185,0,188216,0,188295,0,188296,0,188457,0,188654,0,188682,0,188686,0,188687,0,188688,0,188701,0,188703,0,188723,0,188800,0,188868,0,188992,0,189116,0,189231,0,189232,0,189272,0,189429,0,190782,0,194252,0,201677,0,201678,0,201768,0,201769,0,201770,0,201771,0,201775,0,201853,0,201914,0,202045,0,202056,0,202220,0,202344,0,202345,0,202347,0,202349,0,202351,0,202352,0,202360,0,202362,0,202390,0,202391,0,202441,0,202497,0,202683,0,202684,0,202709,0,202710,0,203095,0,208183,0,209895,0,218248,0,218249,0,218250,0,218253,0,222487,0,246322,0,246323,0,253566,0,253567,0,253571,0,253572,0,255324,0,255326,0,284074,0,284075,0,284076,0,285187,0,285188,0,285342,0,285343,0,285345,0,285346,0,285347,0,285348,0,285349,0,285350,0,285351,0,285353,0,285522,0,292308,0,292310,0,305926,0,329952,0,330210,0,332214,0,332644,0,332648,0,333457,0,334230,0,335168,0,335723,0,336278,0,336577,0,336818,0,337027,0,337201,0,338212,0,338784,0,340703,0"
1667,2797,"2783,0,2797,0,2798,0,2800,0,2802,0,3721,0,15322,0,15323,0,15324,0,15325,0,15326,0,21724,0,23711,0,23712,0,29837,0,29839,0,29843,0,29845,0,38105,0,38107,0,78093,0,78095,0,78096,0,78097,0,78099,0,78100,0,78102,0,78103,0,78105,0,78106,0,78107,0,78108,0,91389,0,91395,0,105566,0,112292,0,112377,0,131332,0,131378,0,131399,0,131400,0,132872,0,132873,0,142125,0,150918,0,151330,0,151331,0,151428,0,151429,0,151537,0,151653,0,151654,0,151702,0,153253,0,151222,0,151225,0,183444,0,183445,0,185204,0,185233,0,185443,0,185503,0,185512,0,192818,0,195355,0,195356,0,195357,0,195358,0,195359,0,195360,0,195361,0,195362,0,195363,0,195369,0,195370,0,208314,0,252723,0,290141,0,290142,0,290143,0,290144,0,290145,0,290146,0"
1668,2798,"2783,0,2797,0,2798,0,2800,0,2802,0,3721,0,15322,0,15323,0,15324,0,15325,0,15326,0,21724,0,23711,0,23712,0,29837,0,29839,0,29843,0,29845,0,38105,0,38107,0,78093,0,78095,0,78096,0,78097,0,78099,0,78100,0,78102,0,78103,0,78105,0,78106,0,78107,0,78108,0,91389,0,91395,0,105566,0,112292,0,112377,0,131332,0,131378,0,131399,0,131400,0,132872,0,132873,0,142125,0,150918,0,151330,0,151331,0,151428,0,151429,0,151537,0,151653,0,151654,0,151702,0,153253,0,151222,0,151225,0,183444,0,183445,0,185204,0,185233,0,185443,0,185503,0,185512,0,192818,0,195355,0,195356,0,195357,0,195358,0,195359,0,195360,0,195361,0,195362,0,195363,0,195369,0,195370,0,208314,0,252723,0,290141,0,290142,0,290143,0,290144,0,290145,0,290146,0"
1669,2800,"2783,0,2797,0,2798,0,2800,0,2802,0,3721,0,15322,0,15323,0,15324,0,15325,0,15326,0,21724,0,23711,0,23712,0,29837,0,29839,0,29843,0,29845,0,38105,0,38107,0,78093,0,78095,0,78096,0,78097,0,78099,0,78100,0,78102,0,78103,0,78105,0,78106,0,78107,0,78108,0,91389,0,91395,0,105566,0,112292,0,112377,0,131332,0,131378,0,131399,0,131400,0,132872,0,132873,0,142125,0,150918,0,151330,0,151331,0,151428,0,151429,0,151537,0,151653,0,151654,0,151702,0,153253,0,151222,0,151225,0,183444,0,183445,0,185204,0,185233,0,185443,0,185503,0,185512,0,192818,0,195355,0,195356,0,195357,0,195358,0,195359,0,195360,0,195361,0,195362,0,195363,0,195369,0,195370,0,208314,0,252723,0,290141,0,290142,0,290143,0,290144,0,290145,0,290146,0"
1670,2802,"2783,0,2797,0,2798,0,2800,0,2802,0,3721,0,15322,0,15323,0,15324,0,15325,0,15326,0,21724,0,23711,0,23712,0,29837,0,29839,0,29843,0,29845,0,38105,0,38107,0,78093,0,78095,0,78096,0,78097,0,78099,0,78100,0,78102,0,78103,0,78105,0,78106,0,78107,0,78108,0,91389,0,91395,0,105566,0,112292,0,112377,0,131332,0,131378,0,131399,0,131400,0,132872,0,132873,0,142125,0,150918,0,151330,0,151331,0,151428,0,151429,0,151537,0,151653,0,151654,0,151702,0,153253,0,151222,0,151225,0,183444,0,183445,0,185204,0,185233,0,185443,0,185503,0,185512,0,192818,0,195355,0,195356,0,195357,0,195358,0,195359,0,195360,0,195361,0,195362,0,195363,0,195369,0,195370,0,208314,0,252723,0,290141,0,290142,0,290143,0,290144,0,290145,0,290146,0"
1671,2806,"2806,0,17654,0,17655,0,17656,0,17657,0,21936,0,41923,0,70256,0,78086,0,78091,0,78619,0,142097,0,142098,0,164919,0,165553,0,165650,0,165679,0,167009,0,167011,0,182081,0,254994,0,287920,0,287921,0,287924,0,329564,0,334332,0,339095,0"
1672,2807,"516,0,531,0,550,0,552,0,556,0,574,0,2488,0,2552,0,2558,0,2560,0,2561,0,2679,0,2693,0,2760,0,2787,0,2807,0,2825,0,2866,0,2870,0,2885,0,2886,0,2903,0,2908,0,2912,0,4782,0,4833,0,6577,0,6583,0,6589,0,6590,0,8262,0,8615,0,8633,0,9535,0,15005,0,15006,0,15007,0,15008,0,15009,0,15010,0,15011,0,15012,0,15013,0,15014,0,15015,0,15017,0,15018,0,15019,0,15020,0,15021,0,15024,0,15025,0,15028,0,15030,0,15086,0,15373,0,15374,0,15375,0,15376,0,15377,0,15378,0,15379,0,15380,0,21535,0,21721,0,21779,0,21780,0,21781,0,21783,0,21784,0,21786,0,23647,0,23648,0,23695,0,23709,0,23725,0,26193,0,29254,0,29255,0,29259,0,29591,0,29598,0,29601,0,29602,0,29812,0,29814,0,29870,0,29891,0,29904,0,29976,0,29983,0,30032,0,30033,0,30118,0,37647,0,37653,0,37729,0,37730,0,37865,0,37869,0,37871,0,37873,0,37875,0,37890,0,37900,0,37902,0,37919,0,37921,0,37923,0,37925,0,37951,0,38073,0,53494,0,64130,0,64210,0,64306,0,64370,0,67758,0,67856,0,67857,0,67858,0,67884,0,67914,0,67972,0,67973,0,68268,0,68270,0,72550,0,77331,0,77430,0,77431,0,77432,0,77458,0,77488,0,77549,0,77550,0,77731,0,77734,0,78074,0,78075,0,78134,0,78152,0,78153,0,78154,0,78155,0,78156,0,78157,0,78158,0,78159,0,78160,0,78161,0,78208,0,78224,0,85168,0,91407,0,91408,0,91409,0,91410,0,91411,0,91412,0,91694,0,91697,0,91698,0,97847,0,97850,0,105413,0,105501,0,105525,0,105526,0,112091,0,112115,0,112141,0,112250,0,112251,0,112254,0,119877,0,120618,0,129543,0,129555,0,129589,0,129590,0,129600,0,129601,0,129609,0,129622,0,129623,0,129627,0,129628,0,129629,0,129644,0,129645,0,129646,0,129647,0,129847,0,130246,0,130247,0,130387,0,130388,0,130389,0,130391,0,130394,0,130396,0,130401,0,130675,0,130793,0,130794,0,130802,0,130803,0,130804,0,130805,0,130806,0,130807,0,130808,0,130878,0,148029,0,156667,0,176128,0,176145,0,176153,0,176161,0,176164,0,176165,0,176581,0,176615,0,176622,0,176731,0,176784,0,176882,0,176934,0,176963,0,176990,0,177154,0,177364,0,177366,0,177370,0,177373,0,177485,0,177498,0,177499,0,177578,0,177638,0,177647,0,177648,0,177663,0,177679,0,177722,0,177781,0,177782,0,177899,0,177936,0,178005,0,178026,0,178126,0,178146,0,178147,0,178216,0,178222,0,178226,0,178362,0,178363,0,178406,0,178407,0,181675,0,181725,0,181780,0,181846,0,183625,0,183626,0,183627,0,183629,0,183630,0,183631,0,189588,0,189736,0,189804,0,189848,0,206285,0,206286,0,206287,0,206332,0,206358,0,206405,0,206406,0,252224,0,252225,0,252226,0,253574,0,253575,0,253645,0,254525,0,255345,0,279922,0,285286,0,285287,0,285519,0,285541,0,285550,0,285552,0,285555,0,285556,0,285557,0,285558,0,285559,0,285560,0,285683,0,285684,0,285685,0,285686,0,285687,0,285688,0,285689,0,285690,0,285691,0,285692,0,285715,0,292297,0,292298,0,292299,0,292300,0,292301,0,294142,0,294146,0,294147,0,294148,0,294149,0,294157,0,294158,0,294159,0,294160,0,294161,0,294162,0,294167,0,326223,0,329504,0,330293,0,331384,0,333024,0,333625,0,334218,0,335330,0,336892,0,337358,0,337359,0,337753,0,337915,0,338645,0"
1673,2809,"160,0,2809,0,2810,0,2811,0,2827,0,2828,0,10279,0,15301,0,29896,0,29897,0,37815,0,68384,0,77991,0,78034,0,78036,0,91668,0,112218,0,112219,0,130649,0,130650,0,130651,0,130652,0,130653,0,130654,0,130658,0,130704,0,147973,0,147974,0,147976,0,147977,0,147978,0,148172,0,152207,0,152208,0,152699,0,152785,0,153017,0,153100,0,153202,0,153418,0,187517,0,200312,0,200703,0,200704,0,200705,0,254367,0,254369,0,279757,0,285699,0,285700,0,285701,0,297197,0,297198,0,297199,0,313359,0,313824,0,313891,0,314347,0,314444,0,314971,0,315277,0,335001,0,339450,0"
1674,2810,"160,0,2809,0,2810,0,2811,0,2827,0,2828,0,10279,0,15301,0,29896,0,29897,0,37815,0,68384,0,77991,0,78034,0,78036,0,91668,0,112218,0,112219,0,130649,0,130650,0,130651,0,130652,0,130653,0,130654,0,130658,0,130704,0,147973,0,147974,0,147976,0,147977,0,147978,0,148172,0,152207,0,152208,0,152699,0,152785,0,153017,0,153100,0,153202,0,153418,0,187517,0,200312,0,200703,0,200704,0,200705,0,254367,0,254369,0,279757,0,285699,0,285700,0,285701,0,297197,0,297198,0,297199,0,313359,0,313824,0,313891,0,314347,0,314444,0,314971,0,315277,0,335001,0,339450,0"
1675,2811,"160,0,2809,0,2810,0,2811,0,2827,0,2828,0,10279,0,15301,0,29896,0,29897,0,37815,0,68384,0,77991,0,78034,0,78036,0,91668,0,112218,0,112219,0,130649,0,130650,0,130651,0,130652,0,130653,0,130654,0,130658,0,130704,0,147973,0,147974,0,147976,0,147977,0,147978,0,148172,0,152207,0,152208,0,152699,0,152785,0,153017,0,153100,0,153202,0,153418,0,187517,0,200312,0,200703,0,200704,0,200705,0,254367,0,254369,0,279757,0,285699,0,285700,0,285701,0,297197,0,297198,0,297199,0,313359,0,313824,0,313891,0,314347,0,314444,0,314971,0,315277,0,335001,0,339450,0"
1676,2812,"2556,0,2564,0,2812,0,2919,0,6514,0,6579,0,15058,0,15059,0,15060,0,15061,0,23659,0,67880,0,67886,0,77454,0,77460,0,105369,0,129486,0,129487,0,129696,0,129866,0,150592,0,170870,0,170899,0,170913,0,171040,0,179956,0,180429,0,192460,0,194825,0,194826,0,198381,0,198382,0,285509,0,294805,0"
1677,2814,"2565,0,2767,0,2814,0,6580,0,9168,0,15088,0,15089,0,15090,0,15091,0,15092,0,21722,0,37917,0,67814,0,67940,0,77388,0,77515,0,91436,0,112213,0,129667,0,129668,0,129669,0,130597,0,178491,0,178499,0,178503,0,178504,0,192201,0,192203,0,192207,0,201124,0,201125,0,285310,0,294794,0,294795,0,294796,0,294797,0,294798,0,294799,0,294800,0,325905,0,325906,0,325907,0,325908,0,325909,0,325910,0,325979,0,325981,0,325990,0,325991,0,325997,0"
1678,2816,"2816,0,6592,0,15286,0,29859,0,30023,0,53468,0,78050,0,91665,0,130590,0,155299,0,155300,0,156030,0,156039,0,156534,0,193636,0,201350,0,201351,0,201559,0,316063,0"
1679,2817,"2817,0,2819,0,6593,0,15279,0,15280,0,15281,0,15282,0,21728,0,23714,0,29857,0,37823,0,78049,0,78052,0,91664,0,97789,0,105505,0,112210,0,130362,0,130363,0,130591,0,130592,0,155067,0,155307,0,155920,0,156423,0,156653,0,156688,0,156803,0,182194,0,201098,0,201099,0,201215,0,201216,0,252754,0,280601,0,290885,0,329754,0"
1680,2818,"2818,0,15283,0,15284,0,19727,0,31837,0,53558,0,102371,0,112209,0,130593,0,157586,0,158710,0,159756,0,205734,0,252750,0,290886,0,332067,0"
1681,2819,"2817,0,2819,0,6593,0,15279,0,15280,0,15281,0,15282,0,21728,0,23714,0,29857,0,37823,0,78049,0,78052,0,91664,0,97789,0,105505,0,112210,0,130362,0,130363,0,130591,0,130592,0,155067,0,155307,0,155920,0,156423,0,156653,0,156688,0,156803,0,182194,0,201098,0,201099,0,201215,0,201216,0,252754,0,280601,0,290885,0,329754,0"
1682,2820,"2820,0,15133,0,15134,0,67879,0,68263,0,68264,0,77453,0,77851,0,77852,0,78058,0,91432,0,91433,0,130358,0,130359,0,167831,0,167838,0,167862,0,167905,0,167906,0,167851,0,167852,0,167853,0,167854,0,184116,0,321534,0,321535,0,321536,0,321537,0,321538,0,321539,0,321540,0"
1683,2822,"1797,0,2533,0,2660,0,2822,0,4071,0,15120,0,15121,0,15122,0,15123,0,15124,0,37651,0,67984,0,68071,0,68072,0,77561,0,77649,0,77650,0,91419,0,91421,0,97824,0,105430,0,129635,0,129636,0,129687,0,129793,0,130354,0,130355,0,132853,0,152471,0,152511,0,152648,0,152709,0,153010,0,153513,0,153557,0,153902,0,183216,0,187520,0,193507,0,200436,0,200437,0,200458,0,255343,0,255346,0,294801,0,308397,0,313381,0,313497,0,313569,0,313570,0,315536,0,315537,0"
1684,2824,"2824,0,23688,0,29526,0,37896,0,37898,0,68169,0,97856,0,105409,0,112104,0,112107,0,130398,0,147994,0,147996,0,147998,0,148001,0,155374,0,187544,0,190750,0,208186,0,208187,0,208188,0,253601,0,253662,0,254561,0,285543,0,285544,0,313476,0,332875,0"
1685,2825,"516,0,531,0,550,0,552,0,556,0,574,0,2488,0,2552,0,2558,0,2560,0,2561,0,2679,0,2693,0,2760,0,2787,0,2807,0,2825,0,2866,0,2870,0,2885,0,2886,0,2903,0,2908,0,2912,0,4782,0,4833,0,6577,0,6583,0,6589,0,6590,0,8262,0,8615,0,8633,0,9535,0,15005,0,15006,0,15007,0,15008,0,15009,0,15010,0,15011,0,15012,0,15013,0,15014,0,15015,0,15017,0,15018,0,15019,0,15020,0,15021,0,15024,0,15025,0,15028,0,15030,0,15086,0,15373,0,15374,0,15375,0,15376,0,15377,0,15378,0,15379,0,15380,0,21535,0,21721,0,21779,0,21780,0,21781,0,21783,0,21784,0,21786,0,23647,0,23648,0,23695,0,23709,0,23725,0,26193,0,29254,0,29255,0,29259,0,29591,0,29598,0,29601,0,29602,0,29812,0,29814,0,29870,0,29891,0,29904,0,29976,0,29983,0,30032,0,30033,0,30118,0,37647,0,37653,0,37729,0,37730,0,37865,0,37869,0,37871,0,37873,0,37875,0,37890,0,37900,0,37902,0,37919,0,37921,0,37923,0,37925,0,37951,0,38073,0,53494,0,64130,0,64210,0,64306,0,64370,0,67758,0,67856,0,67857,0,67858,0,67884,0,67914,0,67972,0,67973,0,68268,0,68270,0,72550,0,77331,0,77430,0,77431,0,77432,0,77458,0,77488,0,77549,0,77550,0,77731,0,77734,0,78074,0,78075,0,78134,0,78152,0,78153,0,78154,0,78155,0,78156,0,78157,0,78158,0,78159,0,78160,0,78161,0,78208,0,78224,0,85168,0,91407,0,91408,0,91409,0,91410,0,91411,0,91412,0,91694,0,91697,0,91698,0,97847,0,97850,0,105413,0,105501,0,105525,0,105526,0,112091,0,112115,0,112141,0,112250,0,112251,0,112254,0,119877,0,120618,0,129543,0,129555,0,129589,0,129590,0,129600,0,129601,0,129609,0,129622,0,129623,0,129627,0,129628,0,129629,0,129644,0,129645,0,129646,0,129647,0,129847,0,130246,0,130247,0,130387,0,130388,0,130389,0,130391,0,130394,0,130396,0,130401,0,130675,0,130793,0,130794,0,130802,0,130803,0,130804,0,130805,0,130806,0,130807,0,130808,0,130878,0,148029,0,156667,0,176128,0,176145,0,176153,0,176161,0,176164,0,176165,0,176581,0,176615,0,176622,0,176731,0,176784,0,176882,0,176934,0,176963,0,176990,0,177154,0,177364,0,177366,0,177370,0,177373,0,177485,0,177498,0,177499,0,177578,0,177638,0,177647,0,177648,0,177663,0,177679,0,177722,0,177781,0,177782,0,177899,0,177936,0,178005,0,178026,0,178126,0,178146,0,178147,0,178216,0,178222,0,178226,0,178362,0,178363,0,178406,0,178407,0,181675,0,181725,0,181780,0,181846,0,183625,0,183626,0,183627,0,183629,0,183630,0,183631,0,189588,0,189736,0,189804,0,189848,0,206285,0,206286,0,206287,0,206332,0,206358,0,206405,0,206406,0,252224,0,252225,0,252226,0,253574,0,253575,0,253645,0,254525,0,255345,0,279922,0,285286,0,285287,0,285519,0,285541,0,285550,0,285552,0,285555,0,285556,0,285557,0,285558,0,285559,0,285560,0,285683,0,285684,0,285685,0,285686,0,285687,0,285688,0,285689,0,285690,0,285691,0,285692,0,285715,0,292297,0,292298,0,292299,0,292300,0,292301,0,294142,0,294146,0,294147,0,294148,0,294149,0,294157,0,294158,0,294159,0,294160,0,294161,0,294162,0,294167,0,326223,0,329504,0,330293,0,331384,0,333024,0,333625,0,334218,0,335330,0,336892,0,337358,0,337359,0,337753,0,337915,0,338645,0"
1686,2827,"160,0,2809,0,2810,0,2811,0,2827,0,2828,0,10279,0,15301,0,29896,0,29897,0,37815,0,68384,0,77991,0,78034,0,78036,0,91668,0,112218,0,112219,0,130649,0,130650,0,130651,0,130652,0,130653,0,130654,0,130658,0,130704,0,147973,0,147974,0,147976,0,147977,0,147978,0,148172,0,152207,0,152208,0,152699,0,152785,0,153017,0,153100,0,153202,0,153418,0,187517,0,200312,0,200703,0,200704,0,200705,0,254367,0,254369,0,279757,0,285699,0,285700,0,285701,0,297197,0,297198,0,297199,0,313359,0,313824,0,313891,0,314347,0,314444,0,314971,0,315277,0,335001,0,339450,0"
1687,2828,"160,0,2809,0,2810,0,2811,0,2827,0,2828,0,10279,0,15301,0,29896,0,29897,0,37815,0,68384,0,77991,0,78034,0,78036,0,91668,0,112218,0,112219,0,130649,0,130650,0,130651,0,130652,0,130653,0,130654,0,130658,0,130704,0,147973,0,147974,0,147976,0,147977,0,147978,0,148172,0,152207,0,152208,0,152699,0,152785,0,153017,0,153100,0,153202,0,153418,0,187517,0,200312,0,200703,0,200704,0,200705,0,254367,0,254369,0,279757,0,285699,0,285700,0,285701,0,297197,0,297198,0,297199,0,313359,0,313824,0,313891,0,314347,0,314444,0,314971,0,315277,0,335001,0,339450,0"
1688,2830,"158,0,225,0,2830,0,2831,0,2832,0,10278,0,15293,0,15294,0,15295,0,15296,0,15297,0,15298,0,15299,0,15300,0,21807,0,23716,0,23717,0,23718,0,29895,0,29899,0,37817,0,78038,0,78039,0,78041,0,78042,0,80413,0,91708,0,97794,0,105507,0,105508,0,112220,0,130635,0,130636,0,130645,0,130646,0,130647,0,130648,0,147968,0,147969,0,147970,0,147971,0,147972,0,147975,0,156905,0,156910,0,157223,0,157312,0,157382,0,157459,0,182746,0,184090,0,197720,0,254365,0,279756,0,285705,0,285706,0,297200,0,297201,0,316906,0,316907,0,316908,0,316909,0,316910,0,316912,0"
